KG id;SPARQL availability;RDF dump availability;VoID availability;License (metadata);License machine redeable (query)
greekchildrensartmuseum;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
green-competitiveness-gnoss;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
grrp;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
grrt;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
GTS;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;https://creativecommons.org/licenses/by/4.0/
GTS-ont;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Guillaume_Forget;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
gutenberg;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
gwa-ili;False;True;VoID file offline;https://wordnet.princeton.edu/license-and-commercial-use;-
GWR;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
HASM;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
HealthCare_Ontology;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
heartfailure;False;True;VoID file absent;http://creativecommons.org/licenses/by-nc/2.0/;-
hebis-bibliographic-resources;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
hedatuz;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
hellenic-fire-brigade;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
hellenic-police;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
Hermos;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
Himanshu_Mahawar;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
hito;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Hoa_Thinh_Phat;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
hongse;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
http:cultural-opposition.eu;False;False;VoID file offline;https://creativecommons.org/licenses/by-sa/3.0/;-
http:data.linkedeodata.euroadidStateRoadD010Turkey-1;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
http:guava.iis.sinica.edu.twr4r;False;True;VoID file offline;-;-
http:pakistan.com;False;False;VoID file offline;https://opendefinition.org/licenses/fal;-
http:rdf.naturallexicon.orgzhontCedict;False;True;VoID file offline;https://creativecommons.org/licenses/by-sa/3.0/;-
http:sensormeasurement.appspot.comdatasetnaturopathy-dataset;False;True;VoID file offline;http://www.opendefinition.org/licenses/gfdl;-
http:www.atif-sajjad.comSemster-Project#;False;False;VoID file absent;-;-
http:www.fateh_fahad_adeel.comgrandSlam;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
http:www.msm.com;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
http:www.RAG.comgameonto#;False;False;VoID file absent;-;-
http:www.semanticweb.orgambrishontologies202010untitled-ontology-24;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
http:www.semanticweb.orgarchanaontologies20215untitled-ontology-6;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
http:www.semanticweb.orgmcaontologies20188untitled-ontology-47;False;False;VoID file offline;http://www.opendefinition.org/licenses/gfdl;-
https:bioportal.bioontology.orgontologiesIBIO;False;False;VoID file offline;https://opendefinition.org/licenses/fal;-
https:bioportal.bioontology.orgontologiesIBIOp=summary;False;False;VoID file offline;http://www.opendefinition.org/licenses/gfdl;-
https:data.bioontology.orgontologiesIBDsubmissions1downloadapikey=8b5b7825-538d-40e0-9e9e-5ab9274a9aeb;False;True;VoID file offline;http://www.opendefinition.org/licenses/gfdl;-
https:data.bioontology.orgontologiesIBIOsubmissions1downloadapikey=66c2aec1-4044-4900-979d-6f529857554a;False;False;VoID file offline;http://www.opendefinition.org/licenses/gfdl;-
https:orcid.org0000-0002-6194-9354;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
https:raw.githubusercontent.comGVogelerbookkeepingmasterbookkeeping.ttl;False;True;VoID file offline;https://opendefinition.org/licenses/against-drm;-
https:w3id.orgdefNyOnLegal#;False;False;VoID file absent;-;-
https:www.childrensartmuseum.grLD-project;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
https:www.luigiusai.itlinked-dataluigiusai;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
hungarian-national-library-catalog;False;False;VoID file offline;https://opendefinition.org/licenses/fal;-
iate-rdf;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
iati-as-linked-data;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
icane;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
ichoose;False;True;VoID file available;-;-
idreffr;False;True;VoID file offline;-;-
ids;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
ietflang;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-zero;-
IGVLL;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
IHE;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
iislod-test;True;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
ILUSOC;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
im@sparql;False;True;VoID file offline;https://opensource.org/licenses/MIT;-
imagery_bailingniao;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
imagesnippets;True;True;VoID file absent;-;-
imf-linked-data;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-zero;-
inaudio.org;False;False;VoID file offline;https://creativecommons.org/licenses/by/3.0/;-
IndexThomisticusTreebank;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
ineverycrea;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
ineverycrea-argentina;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
influence-tracker-dataset;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
instance-hub-fiscal-years;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
interactivemaps-gnoss;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
intervalue;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
Inztrow;False;True;VoID file offline;-;-
iptc-newscodes;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
iserve;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
isic-v4;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
isil-dbpedia;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
iso-639-oasis;False;True;VoID file offline;-;-
isocat;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
isocat-metadata;False;False;VoID file absent;-;-
ispra-lod-place;True;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;https://w3id.org/italia/env/ld/catalog/license/ccby40
ispra-lod-ron;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;https://w3id.org/italia/env/ld/catalog/license/ccby40
issa-agritrop;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
ISSN:_0080-3626;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
ISSN:_0080-3626.;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
ISSN:0080-3626;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
istat-immigration;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
it-aifa-drug-prices;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
italian-public-schools-linkedopendata-it;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
iwn;False;True;VoID file absent;http://www.opendefinition.org/licenses/odc-by;-
jamendo-dbtune;False;True;VoID file offline;-;-
japan-radioactivity-stat;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
jel-classification;False;True;VoID file absent;-;-
jiscopenbib-bl_bnb-1;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
jita;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
john-goodwins-family-tree;False;True;VoID file offline;-;-
jp-cos;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
jp-textbook;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
jrc-names-ec;False;True;VoID file offline;-;-
jrc-names-mlode;False;True;VoID file offline;-;-
judaicalink;False;False;VoID file absent;-;-
kallikratis-municipalities;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
KG:Course_Submission;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
klappstuhlclub;False;False;VoID file offline;-;-
knoesis-linked-sensor-data;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
KnowledgeFusion;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
kore-50-nif-ner-corpus;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
Kronika_naukowa_Biblioteki_Jagiellońskiej;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Kumar,_Gireesh__and_Singh,_Anand;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
kupkb;False;False;VoID file absent;-;-
l3s-dblp;False;False;VoID file offline;-;-
lak-dataset;False;True;VoID file offline;-;-
language-authority-list;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;http://www.opendatacommons.org/licenses/pddl/1.0/
LARK;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
LASLA;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
Latin_Vallex2.0;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
LatinAffectus;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
LatinWordnetLiLa;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
lcsh;False;True;VoID file offline;-;-
lcsubjects;False;False;VoID file offline;-;-
ldt@library;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
LEGIJA_STRANACA;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
LemmaBank;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
lemonuby;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
lemonwiktionary;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
LewisShort;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
lexin-rdf;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
lexinfo;False;True;VoID file offline;-;-
lexvo;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
lexvo-org;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
libris;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
libver;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
lichfield-spending;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
lime;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-zero;-
lingvoj;False;False;VoID file offline;-;-
linked-crunchbase;False;False;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
linked-drugs;True;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;Copyright 2014, Milos Jovanovik
linked-edgar;False;False;VoID file offline;-;-
linked-eurostat;False;False;VoID file offline;-;-
linked-hypernyms;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
linked-life-data;False;False;VoID file offline;-;-
linked-logainm;True;True;VoID file absent;http://www.opendefinition.org/licenses/odc-odbl;-
linked-nuts;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
linked-open-camera;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
linked-open-commerce;False;False;VoID file offline;-;-
linked-open-data-of-ecology;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
linked-open-numbers;False;False;VoID file offline;-;-
linked-open-piracy;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
linked-open-vocabularies-lov;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
linked-periodicals;False;False;VoID file offline;-;-
linked-stockindex;False;False;VoID file absent;-;-
linked-structured-product-labels;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
linked-taiwan-geo-names;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
linked-tcga;False;False;VoID file absent;http://creativecommons.org/licenses/by-nc/2.0/;-
linked-user-feedback;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
linked-uspto-patent-data;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
linkedcrowdsourceddata;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
linkedct;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
linkedgeodata;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
linkedlccn;False;False;VoID file offline;-;-
linkedmarkmail;False;False;VoID file offline;-;-
linkedmdb;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
linkedspending;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
linklion;False;False;VoID file absent;http://www.opendefinition.org/licenses/gfdl;-
lista-encabezamientos-materia;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
lobid-organisations;False;True;VoID file offline;-;-
lobid-resources;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
loc;False;False;VoID file offline;-;-
Location_Ontology;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
locv;False;True;VoID file available;-;-
lod-a-lot;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
lod2-project-wiki;False;True;VoID file offline;-;-
lodac-bdls;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
lofd;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
loius;False;False;VoID file offline;-;-
london-gazette;False;False;VoID file offline;-;-
los_metar;False;False;VoID file offline;-;-
lotico;False;True;VoID file offline;-;-
lower-layer-super-output-areas;True;True;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;http://www.nationalarchives.gov.uk/doc/open-government-licence/
LPIS_(Poland);True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
LPIS_Czech_Republic;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
lremap-auth;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
lremap-conf;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
lremap-ri;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
lremap-sub;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
lsq;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
LucaniPharsalia;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
Luminaires_senlis;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
makg;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
manchester-university-reading-lists;False;False;VoID file offline;-;-
manish;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
marc-codes;False;False;VoID file offline;-;-
masc;False;True;VoID file offline;-;-
masc-bn-nif;False;True;VoID file absent;-;-
massobservationarchivecatalogue;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
medline;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
meducator;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
metashare;False;False;VoID file absent;-;-
mexico;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
micro-coronavirus;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
miguiadeviajes-gnoss;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
mismuseos-gnoss;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
mlsa;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
model;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
model1;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
morelab;False;True;VoID file offline;-;-
msc;False;False;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
multext-east;False;False;VoID file offline;-;-
multimedia-lab;False;False;VoID file absent;-;-
muninn-world-war-i;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;http://creativecommons.org/licenses/by/3.0/
museosespania-gnoss;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
museums-in-italy;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
muziekweb;True;True;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
my-experiment;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
my-family-lineage;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
myontologytest;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
myopenlink-dataspaces;False;True;VoID file absent;-;-
n-lex-as-linked-data;False;True;VoID file offline;-;-
naics-2007;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
naics-2012;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
Names;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
national-diet-library-authorities;True;True;VoID file offline;-;-
national-diet-library-subject-headings;True;True;VoID file offline;-;-
national-library-of-greece-authority-records;False;False;VoID file offline;-;-
Naturopathy;False;True;VoID file offline;http://www.opendefinition.org/licenses/gfdl;-
NCMI-COVID-19;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
near;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
neurolex-wiki;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
newborn-photography-maternity-photoshoot-shivani-goyal;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
news-100-nif-ner-corpus;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
nextprot;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;http://creativecommons.org/licenses/by/4.0
nextweb-gnoss;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
nhs-jargon;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
NITP;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
nlr-dataset-mod;False;True;VoID file absent;-;-
NLW;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
nobelprizes;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
NoiPA;True;False;VoID file offline;https://creativecommons.org/licenses/by-sa/3.0/;http://w3id.org/italia/controlled-vocabulary/licences/A21_CCBY40
nom;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
nomenclator-asturias;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
nomisma_org;True;True;VoID file offline;https://creativecommons.org/licenses/by/3.0/;http://creativecommons.org/licenses/by-nc-sa/3.0/
Nordine_Bittich;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
norpark;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
norpark2;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
Norway_Fishery_;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
norwegian-geo-divisions;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
notIdentifier;False;True;VoID file offline;http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/;-
nottingham-trent-university-resource-lists;False;False;VoID file offline;-;-
npm;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
ntnusc;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
nuts-geovocab;False;False;VoID file offline;-;-
nvd;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-pddl;-
nvs;False;True;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;-
nytimes-linked-open-data;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
ocd;True;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;https://creativecommons.org/licenses/by/3.0/deed.it
oceandrilling-borehole;False;False;VoID file absent;-;-
oceandrilling-codices;False;False;VoID file offline;-;-
oceandrilling-dbseabed;False;False;VoID file offline;-;-
oceandrilling-forams;False;False;VoID file offline;-;-
oceandrilling-janus;False;False;VoID file offline;-;-
oceandrilling-janusamp;False;False;VoID file offline;-;-
oceandrilling-ldeo;False;False;VoID file offline;-;-
oclc-fast;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
odc-imd-environment-score;False;False;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;-
odc-lsoa;True;True;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;http://www.nationalarchives.gov.uk/doc/open-government-licence/
oecd-linked-data;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
ogolod;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
olac;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
olia;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
olia-discourse;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
OLU;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
omwn-als;False;False;VoID file offline;https://creativecommons.org/licenses/by/3.0/;-
omwn-arb;False;False;VoID file offline;https://creativecommons.org/licenses/by-sa/3.0/;-
omwn-bul;False;False;VoID file offline;http://compling.hss.ntu.edu.sg/omw/wns/bul/LICENSE;-
omwn-cow;False;False;VoID file offline;http://compling.hss.ntu.edu.sg/omw/wns/cmn/LICENSE;-
omwn-cwn;False;False;VoID file offline;http://compling.hss.ntu.edu.sg/omw/wns/qcn/LICENSE;-
omwn-dan;False;False;VoID file offline;https://wordnet.princeton.edu/license-and-commercial-use;-
omwn-ell;False;False;VoID file offline;https://www.apache.org/licenses/LICENSE-2.0;-
omwn-eng;False;False;VoID file offline;https://wordnet.princeton.edu/license-and-commercial-use;-
omwn-fas;False;False;VoID file offline;https://creativecommons.org/publicdomain/zero/1.0/;-
omwn-fin;False;False;VoID file offline;https://creativecommons.org/licenses/by/3.0/;-
omwn-fra;False;False;VoID file offline;http://www.cecill.info/licences/Licence_CeCILL-C_V1-en.html;-
omwn-heb;False;False;VoID file offline;https://wordnet.princeton.edu/license-and-commercial-use;-
omwn-hrv;False;False;VoID file offline;https://creativecommons.org/licenses/by/3.0/;-
omwn-isl;False;False;VoID file offline;https://creativecommons.org/licenses/by/3.0/;-
omwn-ita;False;False;VoID file offline;https://creativecommons.org/licenses/by/3.0/;-
omwn-iwn;False;False;VoID file offline;https://opendatacommons.org/licenses/by/1-0/;-
omwn-jpn;False;False;VoID file offline;https://wordnet.princeton.edu/license-and-commercial-use;-
omwn-mcr;False;False;VoID file offline;http://compling.hss.ntu.edu.sg/omw/wns/glg/LICENSE;-
omwn-msa;False;False;VoID file offline;https://opensource.org/licenses/MIT;-
omwn-nld;False;False;VoID file offline;http://compling.hss.ntu.edu.sg/omw/wns/nld/LICENSE;-
omwn-nor;False;False;VoID file offline;https://wordnet.princeton.edu/license-and-commercial-use;-
omwn-pol;False;False;VoID file offline;https://wordnet.princeton.edu/license-and-commercial-use;-
omwn-por;False;False;VoID file offline;https://creativecommons.org/licenses/by-sa/3.0/;-
omwn-ron;False;False;VoID file offline;https://creativecommons.org/licenses/by-sa/3.0/;-
omwn-slk;False;False;VoID file offline;https://creativecommons.org/licenses/by-sa/3.0/;-
omwn-slv;False;False;VoID file offline;https://creativecommons.org/licenses/by/3.0/;-
omwn-swe;False;False;VoID file offline;https://creativecommons.org/licenses/by/3.0/;-
omwn-tha;False;False;VoID file offline;https://wordnet.princeton.edu/license-and-commercial-use;-
ontobeef-domain;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
ontos-news-portal;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
ookaboo-rdf-dump;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
Open_Land_Use;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
open-bantu-isixhosa-lexicon;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;https://creativecommons.org/licenses/by-nc/4.0/
open-data-euskadi;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
open-data-risp;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
open-data-thesaurus;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;http://creativecommons.org/licenses/by-sa/3.0/at/
open-election-data-project;False;False;VoID file offline;-;-
open-energy-info-wiki;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
open-library;False;True;VoID file offline;-;-
openbiomed-flyatlas;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
opencalais;False;True;VoID file offline;-;-
opencorporates;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
opencyc;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
opendatacommunities-dev-local-authority-services;False;False;VoID file absent;-;-
opendatacommunities-homelessness-acceptances-per-1000;False;False;VoID file absent;-;-
opendatacommunities-homelessness-households-accommodated-temporary-housing-types;False;True;VoID file absent;-;-
opendatacommunities-households-2008;False;False;VoID file absent;-;-
opendatacommunities-households-accommodated-per-1000;False;False;VoID file absent;-;-
opendatacommunities-households-projections-population;False;True;VoID file absent;-;-
opendatacommunities-households-projections-totalhouseolds;False;True;VoID file absent;-;-
opendatacommunities-households-social-lettings-general-needs-lettings-prp-household-composition;False;False;VoID file absent;-;-
opendatacommunities-households-social-lettings-general-needs-lettings-prp-number-bedrooms;False;True;VoID file absent;-;-
opendatacommunities-housing-market;False;False;VoID file absent;-;-
opendatacommunities-imd-crime-rank-2010;False;False;VoID file absent;-;-
opendatacommunities-imd-environment-rank-2010;False;False;VoID file absent;-;-
opendatacommunities-imd-income-rank-la-2010;False;False;VoID file absent;-;-
opendatacommunities-imd-rank-2010;False;False;VoID file absent;-;-
opendatacommunities-imd-score-2010;False;False;VoID file absent;-;-
opendatacommunities-impact-indicators-affordable-housing-starts;False;False;VoID file absent;-;-
opendatacommunities-impact-indicators-energy-efficiency-new-builds;False;False;VoID file absent;-;-
opendatacommunities-impact-indicators-housing-starts;False;False;VoID file absent;-;-
opendatacommunities-impact-indicators-planning-applications-granted;False;False;VoID file absent;-;-
opendatacommunities-input-indicators-local-authority-funding-from-government-grant;False;False;VoID file absent;-;-
opendatacommunities-net-additional-dwellings;False;False;VoID file absent;-;-
opendatacommunities-service-expenditure;False;True;VoID file absent;-;-
opendatacommunities-societal-wellbeing-deprivation-imd-education-rank-la-2010;False;True;VoID file absent;-;-
opendatacommunities-societal-wellbeing-deprivation-imd-employment-rank-la-2010;False;True;VoID file absent;-;-
opendatacommunities-societal-wellbeing-deprivation-imd-employment-score-2010;False;True;VoID file absent;-;-
opendatacommunities-societal-wellbeing-deprivation-imd-health-rank-la-2010;False;True;VoID file absent;-;-
opendatacommunities-societal-wellbeing-deprivation-imd-health-score-2010;False;True;VoID file absent;-;-
opendatacommunities-societal-wellbeing-deprivation-imd-housing-rank-la-2010;False;True;VoID file absent;-;-
